Recipe ID,Recipe Title,Weight Per Serving,Vegetarian,Vegan,Gluten Free,Dairy Free,Minutes,Dish Type,Ingredients,Ingredients,Calories,Alcohol,Instructions
114,Tarragon Chicken with Anchovy Cream,131,FALSE,FALSE,TRUE,FALSE,45,"lunch,main course,main dish,dinner","anchovy,chicken breasts,crème fraîche,lemon juice,lemon zest,olive oil,parmesan cheese,salt and pepper,tarragon,tarragon,chopsticks",,201,0,"Cut the chicken breasts into 1 inch cubes. Place in a Ziploc bag and add the rest of the ingredients. Seal and let marinate in the refrigerator for at least an hour. Turn your oven to broil and skewer the cubes on the chopsticks. If the chopsticks are not lacquered then place them in water for an hour before use, so they won't char in the oven. Grill the skewers in the top of your oven for about 12 minutes or until completely cooked through. Turn after half the time. Anchovy Cream 1. Heat the olive oil in a small saucepan. Add the anchovy fillets and stir them until they melt. Remove the saucepan from the heat and add the rest of the ingredients. Salt and pepper to taste. Add more lemon juice if you want. Serving tip! The skewers can be served both warm and cold. Simplify: The sauce tastes better the longer it gets to absorb the flavors, so it can easily be prepared the day before. The same goes for the marinated skewers. Prepare and marinate the day before and just grill before the guests arrive. For a challenge: If you have access to a grill, then of course that adds to the flavor. Don't forget to soak nonlacquered skewers beforehand so that they don't catch fire."
115,Slow-roasted Cauliflower With Pounded Anchovies,733,FALSE,FALSE,FALSE,TRUE,135,"lunch,main course,main dish,dinner","anchovy,bread,cauliflower,extra virgin olive oil,garlic,parsley,bell pepper,sea salt",,627,0,
116,Roasted Radishes With Anchovies,130,FALSE,FALSE,TRUE,TRUE,30,side dish,"anchovies,capers,garlic,olive oil,radishes,salt and pepper",,566,0,"Pre-heat oven to 375 degrees.Wash and dry the radishes thoroughly. Then cut them into halves or quarters. Though you may leave the small ones whole. Your goal is uniform bite-sized pieces.Toss the radishes with the chopped capers, anchovies, garlic, olive oil in a medium-sized bowl. Season with a generous amount of salt and pepper. Spread the mixture onto a parchment lined baking sheet, in as close to a single layer as possible.Roast them in the upper third of the oven for 30 minutes, stirring them once or twice to achieve even coloring. Squeeze plenty of lemon juice over the hot radished just before serving."
117,More of the same: Tricolore Eggplant Bruschetta – A cooking blog - Kitchenist,441,FALSE,FALSE,TRUE,FALSE,45,"lunch,main course,main dish,dinner","anchovy,basil leaves,capers,cherry tomatoes,eggplant,eggplant,mozzarella balls,olive oil,sea-salt,table salt,adapted from plenty by yotam ottolenghi,when you're the bruschette",,396,0,
118,"Spaghettini with Tomatoes, Anchovies and Almonds",238,FALSE,FALSE,FALSE,FALSE,40,"lunch,main course,main dish,dinner","almonds,basil leaves,beefsteak tomatoes,capers,crushed red pepper,garlic clove,oil-packed anchovies,olive oil,pecorino cheese,salt and pepper,scallions,spaghettini",,568,0,"In a large bowl, combine the diced tomatoes with the shredded basil, scallions, olive oil and crushed red pepper. Season lightly with salt and black pepper and let the tomatoes stand for 20 minutes. Meanwhile, in a mini food processor, pulse the almonds with the anchovies and garlic until finely chopped. Add the 1/2 cup of pecorino cheese and the capers and pulse to combine. In a large pot of boiling salted water, cook the pasta until al dente. Drain the pasta, shaking off the excess water. Add the pasta to the tomatoes along with the chopped almond mixture and toss well. Serve the pasta, passing extra cheese at the table."
119,Gemelli with Broccoli Rabe and Anchovies,192,FALSE,FALSE,FALSE,TRUE,30,"lunch,main course,main dish,dinner","anchovy fillets,broccoli rabe,garlic cloves,gemelli,olive oil,panko,red pepper flakes",,513,0,"Put oven rack in middle position and preheat oven to 350°F. Cook pasta in a 7- to 8-quart pot of boiling salted water 6 minutes, then stir in broccoli rabe and boil until pasta is al dente, about 5 minutes more. While pasta is cooking, toss panko with 1 tablespoon oil in a shallow baking pan until coated and bake, stirring once or twice, until golden, 8 to 10 minutes. Season crumbs with salt. While broccoli rabe (with pasta) is cooking, cook garlic, anchovies, and red-pepper flakes in remaining 7 tablespoons oil in a 12-inch heavy skillet over moderate heat, stirring and mashing anchovies into oil with a wooden spoon, until garlic is golden, about 3 minutes. Remove from heat. Drain pasta and broccoli rabe in a colander, then add to anchovy mixture in skillet, tossing to combine. Serve pasta sprinkled with some toasted panko and pass remainder."
120,"Tuscan Kale With Lemon, Parmesan & White Anchovies",1353,FALSE,FALSE,FALSE,FALSE,5,,"anchovy,garlic,juice of lemon,kale,kosher salt,lemon,lemon zest,olive oil,parmesan cheese,red pepper flakes,rustic bread",,6.996,0,"Trim bottom 2 inches off kale stems and  discard. Remove the center ribs by running a small, sharp knife down  either side of the rib of each leaf. Discard the rib and throw the leaf  portions into a bowl of cool water and rinse them well. Their nubbly  nature leaves all sorts of nooks and crannies for grit or bugs to hide.  Dry them well and slice the leaves into very thin ribbons chiffonade  style. You should have 4 to 5 cups. Place kale in a large bowl.Toast the bread slices in a toaster until golden. Tear them into  small pieces and pulse them in a food processor until mixture forms  coarse crumbs in a variety of sizes and shapes.Using a mortar and pestle to pound garlic into a paste. Add 1/4 cup  cheese, 1/4 cup oil, lemon juice, lemon zest, salt, red pepper flakes  and pound them together further. Spoon the dressing over kale and toss  very well to thoroughly combine, it will be quite thick and will take a  lot of tossing to coat leaves.Let slaw sit for at least 5 minutes and up to overnight, then serve  topped with bread crumbs, marinated anchovies, additional cheese, a  drizzle of oil, and optional lemon slices."
121,Turkey Cutlets in Anchovy-Butter Sauce,272,FALSE,FALSE,FALSE,FALSE,25,sauce,"anchovy paste,chives,dry white wine,flour,olive oil,shallot,turkey cutlets,unsalted butter",,448,6,"Stir together flour and 1/2 teaspoon each of salt and pepper on a plate. Pat cutlets dry, then dredge in flour, shaking off excess. Heat oil in a large heavy skillet over medium-high heat until it shimmers, then sauté turkey in 2 batches, turning once, until golden and cooked through, 3 to 4 minutes per batch. Transfer to a plate and keep warm, loosely covered with foil. Brown shallot in fat remaining in skillet, stirring frequently, about 2 minutes. Add wine and boil, stirring and scraping up brown bits, until reduced to about 1/3 cup, about 3 minutes. Remove from heat and whisk in anchovy paste, butter, and chives until incorporated. Return cutlets to skillet with any juices from plate and turn to coat."
122,Grilled Pork Chops with Anchovies and Swiss Chard,475,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","crushed red pepper,garlic cloves,kosher salt,oil-packed anchovies,olive oil,pork chops,swiss chard",,516,0,"In a small bowl, mash the anchovies with three-fourths of the garlic and stir in 3 tablespoons of the oil. Arrange the pork on a baking sheet and rub with the anchovy mixture. Let stand for 30 minutes. Light a grill. In a large, deep skillet, cook the remaining garlic in the remaining 2 tablespoons of oil over moderately high heat until fragrant, 20 seconds. Add the crushed red pepper and cook for 20 seconds. Add the chard in handfuls, allowing it to wilt slightly before adding more. Cook the chard until tender, about 10 minutes. Season with salt and pepper; keep warm. Season the pork with salt and pepper and grill over high heat, turning twice, until the chops are charred in spots and cooked through, 8 to 10 minutes. Transfer to a platter and serve with the Swiss chard."
123,Tart Green Salad with Avocado Dressing,97,FALSE,FALSE,TRUE,FALSE,15,salad,"anchovy,avocado,chives,coarse salt,garlic,lemon balm,lemon juice,low fat buttermilk,sorrel",,67,0,"Combine salad ingredients in a large bowl and season with salt and pepper. Place dressing ingredients and 1/4 cup water in a blender and puree until smooth. Season with salt and pepper. (If thick, add water by the tablespoon.) Drizzle salad with 1/3 cup dressing."
124,Beets And Kale With Creamy Tofu Dressing,157,FALSE,FALSE,TRUE,FALSE,45,side dish,"anchovies,beets,coarse salt,garlic,kale,lemon juice,olive oil,parmesan,silken tofu",,75,0,"Heat oven to 400 degrees. Wrap beets tightly in parchment-lined foil and roast until tender, about 1 hour. Let cool, then remove skins and slice into rounds. Set aside."
125,Farro & Tomato Salad With Basil & Anchovies,338,FALSE,FALSE,FALSE,TRUE,20,salad,"cherry tomatoes,cucumber,farro,fresh basil leaves,olive oil,pepper,salt,salt packed anchovy,sherry vinegar,water",,375,0,
126,Cauliflower With A Sicilian Anchovy Crust,450,FALSE,FALSE,FALSE,FALSE,10,,"anchovy,bread crumbs,cauliflower,garlic,olive oil,parmesan,parsley,salt and pepper,unsalted butter",,755,0, 
127,My Caesar Salad. Part 2,296,FALSE,FALSE,FALSE,FALSE,90,salad,"anchovy,balsamic vinegar,bell pepper,crusty bread,dijon mustard,garlic,juice of lemon,olive oil,olive oil,parmesan cheese,parmesan cheese,romaine hearts,salt,salt,worcestershire sauce",,698,0,"Dressing: Place anchovies into a blender or food processor. Throw in garlic, Dijon Mustard, Worcestershire and vinegar. Next, add lemon juice. Give it a good mix. Pulse the processor or blend on low speed for several seconds. Scrape the sides. With the food processor or blender on, dizzle olive oil into the mixture in a small stream. Scrape the sides, and mix it again to thoroughly combine. Add salt, black pepper and Parmesan cheese. Pulse the whole thing together and mix until thoroughly combined. Refrigerate the dressing for a few hours before using it on the salad.Croutons: Slice the bread into thick slices and cut them into 1-inch cubes. Throw them onto a baking sheet. Heat olive oil in a small saucepan or skillet over low heat. Peel and crushbut dont chop2 cloves of garlic and add them to the oil. Use a spoon to move the garlic around in the pan. After about 3 to 5 minutes, turn off the heat and remove the garlic from the pan. Slowly drizzle the olive oil over the bread cubes. Mix together with your hands, then sprinkle lightly with salt. Bake at 200 for one hour, shaking the pan occasionally.One hour after baking, crank up the heat to 400 degrees. Bake them on high heat for just a few minutes.Salad:Wash and dry hearts of Romaine lettuce, cut the lettuce with a knife. Use a vegetable peeler and shave off large, thin slices of Parmesan. Drizzle about half of the dressing over the top of the lettuce. Throw in a good handful of the Parmesan shavings. Give it a good initial toss, just so you can evaluate how much more dressing you need. Add more dressing and Parmesan to taste. Add cooled croutons. Toss gently."
128,Avocado And Prawn Open Lasagna With Anchovy Butter,454,FALSE,FALSE,TRUE,FALSE,45,"lunch,main course,main dish,dinner","anchovy,avocado,bell pepper,chives,egg,extra-virgin olive oil,lemon juice,prawn,red wine vinegar,sea salt,shallot,unsalted butter",,760,0,
129,Roasted Poussins with Anchovy-Mustard Pan Sauce,57,FALSE,FALSE,FALSE,FALSE,90,side dish,"anchovy,chicken stock,chives,flat-leaf parsley,flour,salt and pepper,shallots,sweet paprika,thyme,unsalted butter,whole-grain mustard,poussins",,62,0,"Preheat the oven to 425. Rub the poussins all over with paprika and 1 tablespoon of the butter. Season with salt and pepper. Truss the poussins by simply tying the legs together with string. Set the poussins in a large, shallow metal roasting pan. Roast the poussins in the upper third of the oven for 1 hour, or until nicely browned and the juices from the cavities run clear. Meanwhile, in a small bowl, mix the remaining 1 tablespoon of butter with the flour until a smooth paste forms. Transfer the poussins to a large platter, draining their juices into the roasting pan. Pour the pan juices into a glass measuring cup and skim the fat from the surface: reserve 1 tablespoon of the fat. Set the roasting pan on two burners. Add the chicken stock and bring to a boil over moderately high heat, scraping up the browned bits from the bottom of the pan. Pour the stock into the glass measuring cup. Heat the reserved 1 tablespoon of fat in a medium saucepan. Add the shallots and cook over low heat, stirring, until softened, about 5 minutes. Add the liquid in the measuring cup and bring to a simmer over moderate heat. Whisk in the anchovies, mustard and flour paste and whisk until the sauce is smooth and slightly thickened, about 3 minutes. Remove the pan from the heat, stir in the herbs and season with salt and pepper. Pour the sauce into a warmed gravy boat. Cut the strings from the poussins and transfer them to plates. Pass the anchovy-mustard sauce at the table."
130,Anchovy and White Bean Pizza,1784,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","canned anchovies,canned great northern beans,garlic clove,lemon juice,olive oil,oregano,parmesan cheese,pepper,bell pepper,pizza crust,red onion",,4.352,0,"Combine first 5 ingredients in food processor. Pulse until smooth. Spread bean mixture evenly over crust. Top with red onion and next 4 ingredients. Bake at 450 for 12 to 15 minutes. Top with arugula, if desired. "
131,"Ribeye Steaks and Mushrooms with a Herb, Citrus, and Anchovy Butter",266,FALSE,FALSE,TRUE,FALSE,45,"lunch,main course,main dish,dinner","anchovy filets,chives,garlic,grapeseed oil,kosher salt,kosher salt,lemon zest,mushrooms,orange zest,parsley,bell pepper,ribeye steaks,unsalted butter",,604,0,"Preheat the oven to 500 degrees. Once it is preheated and smoking hot and you are ready to put the steaks in the oven, we will turn off the oven and turn on the broiler on high. Place the steaks on a plate and season well with kosher salt and freshly ground black pepper. Use more salt than you think you need. I used 1 tsp per steak but it really depends upon the size of the steak. Set aside at room temperature while you prepare the rest of the meal (at least 30 - 45 minutes). Combine all of the ingredients for the butter in a small bowl. Put in the freezer to harden up. You will likely have more butter than you need for this recipe but it is great on everything and keeps well in the fridge. Once you are ready to cook the steaks, turn off the oven and turn on the broiler to high. Heat an ovenproof skillet over very high heat until blazing hot. Brush the bottom of the pan with a very thin layer of oil. Place the steaks in the pan and immediately place under the broiler. Cook until medium rare, about 6-8 minutes but watch carefully as it depends upon the size of the steak. Remove steaks to individual plates and top each with a pat of the butter and smear it along the length of the steak as it melts. Set aside so they can rest. Drain all but 1 teaspoon of fat from the pan and place over medium high heat. Add a pat of the butter. Once melted, add the mushrooms and saute until cooked, 3-4 minutes. Top the steaks with the mushrooms and enjoy."
132,Spaghetti with Anchovies and Bread Crumbs (Spaghetti con Acciughe e Mollica),92,FALSE,FALSE,FALSE,TRUE,50,side dish,"bread crumbs,chiles,flat-leaf parsley,garlic cloves,olive oil,salt packed anchovies,spaghetti",,378,0,"If using salt-packed anchovies, rinse them under cold water. With your fingers, pry them open along the back and lift out backbone to yield 2 fillets. Rinse fillets again to remove any fine bones; pat dry on paper towels. If using anchovy fillets in olive oil, lift out of jar or tin, leaving oil behind (no need to rinse oil-packed fillets). Finely chop 6 fillets; set aside. Cut remaining 6 fillets into 4 or 5 pieces each; set aside. In an 8-qt. pot, bring 5 qts. well-salted water to a boil over high heat. Add pasta and cook, stirring occasionally, until tender to the bite, about 10 minutes. Meanwhile, put olive oil, garlic, finely chopped anchovies, and chiles in a deep 12-in. frying pan (with at least 2-in. sides) or wide pot and cook over low heat, stirring, until anchovies dissolve. Stir in parsley and remaining anchovies; turn off heat. When pasta is almost done, set aside 1 cup of the cooking water, then drain pasta and transfer to pan of anchovy sauce. Toss quickly until all the strands are well coated. Add some reserved cooking water if pasta seems dry. Set aside 2 tbsp. bread crumbs, then add remainder to pasta and toss again. Divide pasta among 8 warm bowls and sprinkle each serving with some reserved bread crumbs. Serve immediately. "
133,Grilled Sirloin with Anchovy-Lemon Butter and Broccoli Rabe,223,FALSE,FALSE,TRUE,FALSE,45,"lunch,main course,main dish,dinner","anchovy paste,broccoli rabe,crushed red pepper,garlic cloves,ground pepper,kosher salt,lemon juice,lemon rind,lower sodium beef broth,olive oil,onion,sirloin steak,unsalted butter",,236,0,"Heat a grill pan over medium-high heat; coat with cooking spray. Sprinkle steak with 1/4 teaspoon salt and 1/4 teaspoon pepper. Add steak to pan; cook for 3 minutes on each side. Let stand 5 minutes. Cut steak across grain into thin slices. Place butter in a bowl. Microwave at HIGH 10 seconds. Add 1/8 teaspoon salt, 1/8 teaspoon pepper, 1/2 teaspoon rind, juice, and anchovy paste; stir until combined. Set aside. Heat a skillet over medium-high heat. Add oil. Add onion; saut 2 minutes. Add garlic and red pepper; saut 30 seconds. Stir in broth and rabe; bring to a boil. Cover and simmer 3 minutes. Remove from heat; stir in remaining rind and salt. Place 3 ounces steak and 1/2 cup rabe on each of 4 plates. Top each steak with 1 1/2 teaspoons butter."
134,"Seared Scallops with Basil, Anchovy and Sweet Corn Pudding",334,FALSE,FALSE,FALSE,FALSE,80,"lunch,main course,main dish,dinner","anchovy,basil,corn kernels,eggs,flour,heavy cream,lemon juice,olive oil,pea shoots,salt,sea scallops,unsalted butter,water,whole milk",,486,0,"Preheat the oven to 400. Butter four 1-cup ramekins. In a medium saucepan, combine the corn, milk and heavy cream and simmer over moderately high heat for 2 minutes. Puree half of the mixture in a blender. Return the puree to the saucepan. In another medium saucepan, melt the butter. Add the flour and cook over moderately high heat, stirring, for 1 minute. Gradually whisk in the corn mixture and bring to a boil, then simmer, whisking, for 1 minute; season with salt. Remove from the heat and whisk in the egg yolks. Let cool until warm, about 20 minutes. In a large, stainless steel bowl, using a handheld mixer, beat the egg whites with a pinch of salt until firm peaks form. Fold one-third of the beaten whites into the corn mixture, then fold in the remaining whites. Spoon the mixture into the ramekins. Set the ramekins in a small baking dish and carefully add enough water to the dish to reach one-third of the way up the sides of the ramekins. Bake for about 30 minutes, until the puddings are just slightly jiggly in the center. In a large skillet, heat 3 tablespoons of the olive oil until smoking. Season the scallops with salt, add them to the skillet and cook over high heat until browned on the bottom, about 3 minutes. Turn and cook the scallops for 1 minute longer. Remove the skillet from the heat and transfer the scallops to a large plate. Add the anchovies to the skillet and cook over moderately high heat, stirring, until they dissolve, about 2 minutes. Add 1 tablespoon of the lemon juice and the water to the skillet and simmer until thickened, scraping up the browned bits on the bottom of the pan, about 1 minute. Remove from the heat. Stir in the basil and any accumulated juices from the scallops. Season with salt. Return the scallops to the skillet and keep warm. In a bowl, toss the pea shoots with the remaining 1/2 tablespoon of olive oil and 1 teaspoon of lemon juice; season with salt. Arrange the scallops on 4 plates and pour the basil-anchovy sauce on top. Mound the pea shoot salad alongside and serve with the corn puddings."
135,Pissaladière,14,FALSE,FALSE,FALSE,TRUE,64,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","bay leaf,olive oil,olives,oregano,pizza crust,roasted red bell pepper,salt,salt packed anchovy,thyme sprigs,yellow onions",,27,0,"Divide the pizza dough in half and form each half into a ball.Prepare a hot fire in a grill and preheat a pizza stone for at least 30 minutes, until the thermometer on the stone registers 500F.In a large saut pan over medium-high heat, warm the 2 Tbs. olive oil. Add the onions, salt, bay leaf and thyme and cook, stirring occasionally, until the onions brown, 4 to 5 minutes. Reduce the heat to low and continue cooking, stirring occasionally, until the onions are tender and translucent, 4 to 5 minutes more. Remove the bay leaf and thyme sprigs and discard. Let the onions cool.Using a rolling pin or your hands, gently roll out or stretch 1 ball of dough into a 10-by-6-inch rectangle. Lightly dust a pizza peel with flour and lay the dough on top. Spread half of the onions evenly over the dough, leaving a 1/2-inch border. Arrange 10 of the anchovy slices on top of the onions in 2 lengthwise rows. Place 1 bell pepper strip across each anchovy strip. Arrange 15 of the olives in 3 lengthwise rows. Carefully slide the pissaladire onto the preheated pizza stone, cover the grill and bake until the crust is golden brown, 10 to 12 minutes.Using a pizza peel, transfer the pissaladire to a cutting board. Sprinkle with 1/2 Tbs. of the oregano and cut into slices. Drizzle with olive oil. Repeat with the remaining ingredients. Serves 4 to 6.Note: Use a mandoline to slice the onions quickly and evenly. A cherry pitter makes fast work of pitting the olives."
136,"Olives Stuffed with Almonds, Anchovies and Peppers",53,FALSE,FALSE,TRUE,TRUE,70,side dish,"almonds,garlic clove,oil packed tuna,olive oil,olives,orange zest,piquillo peppers,sherry vinegar",,108,0,"With the side of a large chef's knife, lightly crush each of the olives and remove the pits, keeping the olives as intact as possible. Stuff 1 almond, 1 anchovy strip and 1 piquillo strip into each olive. Place the stuffed olives on a platter. In a bowl, stir together the olive oil, vinegar, garlic and orange zest. Pour over the olives and marinate at room temperature for at least 30 minutes or up to 2 hours."
137,Serious Ragu,1120,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovy,beef,canned tomatoes,carrot,celery,garlic,lamb chops,nutmeg,olive oil,parsley leaves,pork spareribs,salt and pepper,tomato sauce,white wine,yellow onion",,1.891,6,"Return the browned meat to the pot. Add the crushed tomatoes and tomato sauce along with 2 cups of water. Bring to a simmer, then reduce heat to low and slowly simmer the rag for about 3 hours. Give it a stir from time to time and add more water if it looks like it is getting too thick. Remove all the large pieces of meat from the pot to a large cutting board. Discard all the bones and gristle and any of the meat that you dont like the look of. Finely chop the remaining meat and return it to the pot. Put the pot on the stove over low heat and barely simmer the rag for another 2 hours. Continue to add water if the sauce gets too thick. Just before serving, add parsley. Serve over pasta with grated parmigiano-reggiano, if you like."
138,Kalamata Olive Tapenade With Shallots,293,FALSE,FALSE,TRUE,TRUE,2,side dish,"anchovy,bell pepper,garlic,juice of lemon,kalamata olives,olive oil,oregano leaves,pine nuts,shallot",,433,0,
139,"Spanish Anchovy, Fennel, and Preserved Lemon Salad",105,TRUE,TRUE,TRUE,TRUE,25,side dish,"baby arugula,fennel bulb,olive oil,preserved lemon,red onion,red wine vinegar,vinegar",,162,0,"Whisk oil and vinegar in small bowl. Season dressing with salt and pepper. Combine mche, 1/2 cup fennel, 1/3 cup onion, and preserved lemon in large bowl. Toss with enough dressing to coat. Arrange on platter. Top with remaining fennel and onion, then anchovies. Drizzle with more dressing and serve. *QUICK PRESERVED LEMONS: Combine 1 thinly sliced lemon, 1/2 cup lemon juice, and 4 teaspoons coarse sea salt in small skillet. Bring to boil; reduce heat and simmer, covered, until almost tender, about 10 minutes."
140,Anchovy and Rosemary Roasted Lamb,307,FALSE,FALSE,TRUE,TRUE,300,"lunch,main course,main dish,dinner","anchovy,black pepper,fresh rosemary,garlic cloves,leg of lamb,olive oil,salt",,459,0,"Marinate lamb: Mince garlic and anchovies and mash to a paste with a large heavy knife, then stir together with oil and rosemary in a small bowl. Pat lamb dry and transfer, fat side up, to rack in pan. Make several small 1-inch-deep slits in lamb with a paring knife, then rub marinade over entire surface of lamb, pushing some marinade into slits. Marinate lamb, loosely covered, at room temperature 1 hour. Roast lamb: Put oven rack in middle position and preheat oven to 400°F. Sprinkle lamb all over with salt and pepper, then roast until thermometer inserted into thickest part of lamb (almost to the bone but not touching it) registers 125°F for medium-rare, 1 1/2 to 1 3/4 hours (temperatures in thinner parts of leg may register up to 160°F). Let stand 30 minutes before slicing. Cooks' note: Lamb can be marinated, covered and chilled, up to 5 hours. Bring to room temperature, about 1 hour, before roasting."
141,Salade Niçoise Sandwich,332,FALSE,FALSE,FALSE,TRUE,20,"lunch,main course,main dish,dinner","anchovy,baguette,black pepper,canned tuna,cherry tomatoes,green beans,olive oil,olives,red onion,red wine vinegar",,377,0,"Bring a large pot of salted water to a boil. Add the green beans and cook until bright green and tender, 3 to 5 minutes. Drain and transfer to a bowl of ice water. Drain again and return to bowl. Meanwhile, place the anchovies in a small bowl and smash them with a fork. Add the vinegar and 2 tablespoons of the oil. Drizzle the anchovy mixture over the green beans and toss; set aside. In a separate bowl, combine the tuna, tomatoes, olives, onion, pepper, and the remaining oil. Halve the baguette lengthwise, then cut it crosswise into 4 portions. Toast the baguette, if desired. Spoon some of the tuna mixture onto the bottom of each baguette portion. Sandwich with the top half and press gently but firmly. Serve with the green beans.Tip: If you don't like anchovies, try a large pinch of kosher salt instead."
142,Green Goddess Dip,181,TRUE,FALSE,TRUE,FALSE,35,"condiment,dip,spread","fresh basil,fresh chives,fresh flat-leaf parsley,fresh mint,fresh tarragon,lemon juice,mayonnaise,potato chips,shallot,sour cream,crudités",,527,0,
143,Cook the Book: Steak with Anchovy Butter,273,FALSE,FALSE,TRUE,FALSE,45,"lunch,main course,main dish,dinner","anchovy filets,butter,canola oil,extra virgin olive oil,fresh flat-leaf parsley,garlic clove,kosher salt,kosher salt,pepper,steak,unsalted butter",,778,0,"Combine the garlic, anchovy filets, salt, and olive oil in a mortar and pestle and mash to a smooth paste. Add the parsley and grind with the pestle until well blended with the garlic and anchovies. Work in the butter and add a few grinds of the pepper mill. Set aside. Taste and adjust the salt (add up to another 1/8 teaspoon). Heat a heavy skillet over high heat. Pat the steaks dry and season generously on both sides with salt and pepper. With your fingertips, press the seasonings into the steaks. When the pan is hot, add the canola oil. Heat just to below smoking and add the steaks, in batches if necessary to avoid crowding the pan. Cook for 3 minutes on each side for rare 1-inch-thick steaks, 4 to 5 minutes for thicker steaks. Remove the steaks from the pan and immediately dollop 4 to 6 heaped tablespoons of the butter over the top. Let the meat rest for a couple of minutes, then slice and serve at once."
144,Potato Salad With Horseradish,219,FALSE,FALSE,TRUE,TRUE,55,salad,"anchovy,baby potatoes,bacon,coarse salt,extra virgin olive oil,flat-leaf parsley,horseradish,lemon juice,scallions,white potatoes,yellow bell pepper",,311,0,"Using a vegetable steamer, steam potatoes for 10 minutes or until fork-tender. Transfer to a large bowl and let cool slightly. In a medium skillet over medium heat, fry the bacon until crisp. Reserve one tablespoon of fat, and set bacon aside to drain on a layer of paper towels. Whisk together the bacon fat, olive oil, horseradish, lemon juice, scallions and anchovies in a small bowl until emulsified, season with salt and pepper to taste, then pour over potatoes. Crumble bacon into the bowl, then add the yellow pepper and parsley and toss lightly to coat completely. Cover and let sit for 30 minutes, then serve at room temperature."
145,Spaghetti with Anchovy Carbonara,129,FALSE,FALSE,FALSE,TRUE,30,"lunch,main course,main dish,dinner","aleppo pepper,anchovies,egg yolks,flat-leaf parsley,garlic cloves,lemon zest,olive oil,oregano,salt and pepper,spaghetti",,489,0,"In a large pot of salted boiling water, cook the spaghetti until al dente. Drain the pasta, reserving 1/2 cup of the cooking water.                                                        In a large, deep skillet, heat the oil with the garlic and anchovies and cook over moderately high heat until the anchovies have dissolved, about 2 minutes. Add the red pepper, zest, oregano and parsley, then add the pasta and toss to coat. Remove from the heat.                                              In a small bowl, whisk the yolks with the reserved cooking water and add to the pasta. Cook over low heat, tossing until the pasta is coated in a creamy sauce, about 1 minute. Season with salt and pepper and serve."
146,Cod with Crushed Potatoes and Anchovy-Olive Oil Emulsion,871,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovy,capers,chicken stock,chives,coarse salt,cod fillets,dijon mustard,fingerling potatoes,garlic,lemon zest,olive oil,olive oil,olives,olives,shallots",,796,0,"In a small skillet, heat 1 tablespoon olive oil over medium-high heat. Add capers and cook until crisp, about 1 minute. Transfer to a paper-towel-lined plate to drain; set aside."
147,Green Goddess Dip,56,FALSE,FALSE,TRUE,FALSE,45,"condiment,dip,spread","anchovy,coarse salt,fresh chives,fresh flat-leaf parsley,fresh tarragon,garlic clove,mayonnaise,scallions,sour cream,white-wine vinegar,crudites",,203,0,
148,Summer Vegetable and Potato Salad with Anchovy Dressing,661,FALSE,FALSE,TRUE,FALSE,40,side dish,"bay leaves,black peppercorns,cherry tomatoes,fingerling potatoes,garlic cloves,green beans,marjoram,milk,oil packed tuna,olive oil,parsley,red wine vinegar,rosemary,salt and pepper,thyme,yellow wax beans",,561,0,"In a saucepan of boiling salted water, cook the yellow beans until just tender, 3 minutes. Using a slotted spoon, transfer the beans to a baking sheet and let cool. Add the green beans to the boiling water and cook until just tender, 2 minutes. Using the slotted spoon, add the green beans to the baking sheet. Let cool, then pat dry. Add the garlic, bay leaves, thyme, rosemary and peppercorns to the boiling water. Add the potatoes and simmer over moderately high heat until tender, about 20 minutes. Drain the potatoes, reserving the garlic cloves. Discard the seasonings. Meanwhile, in a small bowl, soak the anchovies in the milk for 10 minutes. Drain the anchovies, then coarsely chop them and transfer to a blender. Add the olive oil and the reserved garlic and puree. With the machine on, slowly add the vinegar. Scrape the dressing into a bowl, season with salt and pepper and stir in the parsley and marjoram. Slice the boiled potatoes 1/4 inch thick and put them in a large bowl. Add half of the anchovy dressing and toss gently. Add the yellow and green beans, the cherry tomatoes and the remaining dressing, toss gently and serve."
149,Stuffed Artichokes,256,FALSE,FALSE,FALSE,TRUE,59,"lunch,main course,main dish,dinner","artichoke,breadcrumbs,canned anchovy fillets,garlic,olive oil",,521,0,
150,Pasta With Cauliflower,295,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","anchovies,cauliflower,extra virgin olive oil,italian seasoned bread crumbs,onion,parsley,pecorino romano cheese,spaghetti",,609,0,
151,Pasta Con Sarde,120,FALSE,FALSE,FALSE,TRUE,45,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","anchovies,cauliflower,chicken,extra virgin olive oil,onion,pam,pasta,spaghetti,tomato sauce,whole wheat breadcrumbs",,239,0,
152,Pasta With Green Puttanesca,289,FALSE,FALSE,FALSE,TRUE,45,"lunch,main course,main dish,dinner","anchovy,baby spinach leaves,basil leaves,crushed red pepper,extra virgin olive oil,garlic cloves,greens,olives,sea salt,spaghetti",,755,0,
